timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
47005.94947925,-63.20879120879121,38.065934065934066,27.78021978021978,9.406593406593407,-11.296703296703297
47005.984974333,-63.20879120879121,38.065934065934066,27.956043956043956,9.406593406593407,-11.296703296703297
47006.019932666,-63.20879120879121,38.065934065934066,28.307692307692307,9.494505494505495,-11.296703296703297
47006.055766333,-63.20879120879121,38.065934065934066,28.835164835164836,9.494505494505495,-11.296703296703297
47006.090790375,-63.20879120879121,38.065934065934066,29.53846153846154,9.494505494505495,-11.296703296703297
47006.12579,-63.20879120879121,38.065934065934066,30.32967032967033,9.494505494505495,-11.296703296703297
47006.161181208,-63.20879120879121,38.065934065934066,31.12087912087912,9.494505494505495,-11.296703296703297
47006.197332,-63.20879120879121,38.24175824175824,31.824175824175825,9.494505494505495,-11.296703296703297
47006.232108583,-63.20879120879121,38.24175824175824,32.43956043956044,9.494505494505495,-11.296703296703297
47006.267809541,-63.20879120879121,38.15384615384615,32.7032967032967,9.494505494505495,-11.296703296703297
47006.304115416,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.339816333,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.375472291,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.410897916,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.446714,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.482525708,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.518241208,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.553969666,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.589981958,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.625639458,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.661213791,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.696202666,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.7312045,-63.20879120879121,38.15384615384615,32.79120879120879,9.494505494505495,-11.296703296703297
47006.766017083,-63.20879120879121,38.065934065934066,32.79120879120879,9.494505494505495,-11.296703296703297
47006.801979208,-63.20879120879121,38.065934065934066,32.7032967032967,9.494505494505495,-11.296703296703297
47006.836993125,-63.20879120879121,38.065934065934066,32.7032967032967,9.494505494505495,-11.296703296703297
47006.873526833,-63.20879120879121,38.065934065934066,32.7032967032967,9.494505494505495,-11.296703296703297
47006.909460041,-63.20879120879121,38.065934065934066,32.7032967032967,9.494505494505495,-11.208791208791208
47006.945173833,-63.20879120879121,38.065934065934066,32.7032967032967,9.494505494505495,-11.12087912087912
47006.9802315,-63.20879120879121,38.065934065934066,32.61538461538461,9.494505494505495,-11.208791208791208
47007.016124416,-63.20879120879121,38.065934065934066,32.527472527472526,9.494505494505495,-11.208791208791208
47007.051575208,-63.20879120879121,38.065934065934066,32.527472527472526,9.494505494505495,-11.296703296703297
47007.087331166,-63.38461538461539,38.065934065934066,32.61538461538461,9.494505494505495,-11.296703296703297
47007.123199541,-63.56043956043956,38.065934065934066,32.61538461538461,9.494505494505495,-11.296703296703297
47007.158983333,-63.56043956043956,38.065934065934066,32.7032967032967,9.494505494505495,-11.12087912087912
47007.194407041,-63.56043956043956,38.065934065934066,32.7032967032967,9.494505494505495,-11.296703296703297
47007.230174708,-63.38461538461539,38.065934065934066,32.527472527472526,9.494505494505495,-11.296703296703297
47007.265929083,-63.20879120879121,37.97802197802198,32.527472527472526,9.494505494505495,-11.296703296703297
47007.301791125,-63.120879120879124,37.97802197802198,32.7032967032967,9.494505494505495,-11.296703296703297
47007.337122,-63.120879120879124,37.97802197802198,32.79120879120879,9.494505494505495,-11.296703296703297
47007.373100833,-63.120879120879124,37.97802197802198,32.79120879120879,9.494505494505495,-11.296703296703297
47007.408968625,-63.120879120879124,37.97802197802198,32.79120879120879,9.406593406593407,-11.296703296703297
47007.443733208,-63.032967032967036,37.89010989010989,32.7032967032967,9.406593406593407,-11.296703296703297
47007.479697458,-63.032967032967036,37.89010989010989,32.43956043956044,9.23076923076923,-11.296703296703297
47007.514873208,-63.032967032967036,37.89010989010989,32.175824175824175,9.142857142857142,-11.296703296703297
47007.550496833,-63.032967032967036,37.89010989010989,32.0,9.054945054945055,-11.384615384615385
47007.585810625,-63.032967032967036,37.89010989010989,31.912087912087912,9.054945054945055,-11.384615384615385
47007.621297333,-63.032967032967036,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.657061833,-62.94505494505494,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.69272375,-62.94505494505494,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.727651708,-62.94505494505494,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.763218083,-62.94505494505494,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.798945666,-62.94505494505494,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.833507208,-62.94505494505494,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.869579166,-62.94505494505494,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.904916083,-62.94505494505494,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.939796416,-62.94505494505494,37.89010989010989,31.912087912087912,8.967032967032967,-11.384615384615385
47007.975694958,-62.94505494505494,37.89010989010989,32.08791208791209,8.967032967032967,-11.384615384615385
47008.011511958,-63.032967032967036,37.89010989010989,32.08791208791209,8.967032967032967,-11.384615384615385
47008.046442125,-63.032967032967036,37.89010989010989,32.08791208791209,8.967032967032967,-11.384615384615385
47008.082330166,-63.032967032967036,37.89010989010989,32.0,8.967032967032967,-11.384615384615385
47008.118181458,-63.032967032967036,37.8021978021978,31.912087912087912,8.967032967032967,-11.384615384615385
