timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
131784.721885708,-7.824175824175824,-49.362637362637365,-45.8021978021978,-4.351648351648351,12.791208791208792
131784.757053291,-7.824175824175824,-49.45054945054945,-45.8021978021978,-4.351648351648351,12.703296703296703
131784.792814541,-7.824175824175824,-49.89010989010989,-45.89010989010989,-4.351648351648351,12.703296703296703
131784.8276275,-7.824175824175824,-50.417582417582416,-46.065934065934066,-4.263736263736264,12.703296703296703
131784.862831333,-7.824175824175824,-51.032967032967036,-46.15384615384615,-4.263736263736264,12.615384615384615
131784.897773208,-7.824175824175824,-51.64835164835165,-46.15384615384615,-4.263736263736264,12.615384615384615
131784.933465916,-7.824175824175824,-52.08791208791209,-46.15384615384615,-4.175824175824176,12.615384615384615
131784.968641666,-7.824175824175824,-52.35164835164835,-46.15384615384615,-4.087912087912088,12.527472527472527
131785.0043205,-7.736263736263736,-52.43956043956044,-46.15384615384615,-4.087912087912088,12.527472527472527
131785.039732708,-7.736263736263736,-52.43956043956044,-46.15384615384615,-4.087912087912088,12.527472527472527
131785.075408458,-7.736263736263736,-52.43956043956044,-46.15384615384615,-4.0,12.527472527472527
131785.111119708,-7.736263736263736,-52.43956043956044,-46.15384615384615,-4.0,12.527472527472527
131785.146781291,-7.736263736263736,-52.43956043956044,-46.15384615384615,-4.0,12.527472527472527
131785.1824045,-7.736263736263736,-52.43956043956044,-46.15384615384615,-3.912087912087912,12.527472527472527
131785.218110125,-7.736263736263736,-52.43956043956044,-46.15384615384615,-3.912087912087912,12.527472527472527
131785.253747375,-7.736263736263736,-52.43956043956044,-46.15384615384615,-3.8241758241758244,12.527472527472527
131785.289448416,-7.736263736263736,-52.35164835164835,-46.15384615384615,-3.7362637362637363,12.527472527472527
131785.325144166,-7.736263736263736,-52.35164835164835,-46.15384615384615,-3.120879120879121,12.527472527472527
131785.360161916,-7.736263736263736,-52.35164835164835,-46.15384615384615,-1.89010989010989,12.527472527472527
131785.395751166,-7.736263736263736,-52.35164835164835,-46.15384615384615,0.13186813186813187,12.615384615384615
131785.431464125,-7.736263736263736,-52.35164835164835,-46.15384615384615,2.681318681318681,12.615384615384615
131785.466913916,-7.736263736263736,-52.35164835164835,-46.15384615384615,5.4945054945054945,12.703296703296703
131785.502227541,-7.736263736263736,-52.35164835164835,-46.15384615384615,8.307692307692308,12.967032967032967
131785.537825,-7.736263736263736,-52.35164835164835,-46.15384615384615,10.857142857142858,13.054945054945055
131785.572500833,-7.736263736263736,-52.35164835164835,-46.15384615384615,12.615384615384615,13.054945054945055
131785.608106541,-7.736263736263736,-52.527472527472526,-46.15384615384615,13.142857142857142,12.791208791208792
131785.643000041,-7.736263736263736,-52.527472527472526,-46.065934065934066,12.791208791208792,12.791208791208792
131785.678578708,-7.736263736263736,-52.527472527472526,-45.53846153846154,12.0,12.791208791208792
131785.713760333,-7.736263736263736,-52.527472527472526,-45.27472527472528,10.32967032967033,12.791208791208792
131785.749230291,-7.736263736263736,-52.61538461538461,-45.18681318681319,7.956043956043956,12.791208791208792
131785.78419875,-7.736263736263736,-52.7032967032967,-45.18681318681319,4.527472527472527,12.791208791208792
